,name,status,address,lat,long,id,rating,total ratings,type1,type2,type3,type4,type5,type6,type7,type8,type9,type10
191,Madam Tussaud's Wax Museum,OPERATIONAL,"989 Rama I Rd, Pathum Wan, Pathum Wan District, Bangkok 10330, Thailand",13.7463843,100.5316916,ChIJHQcCZM2e4jARaESgxhA9-HM,4.5,6251.0,museum,point_of_interest,establishment,,,,,,,
192,Srinagarindra Train Night Market,OPERATIONAL,"1 4 Srinagarindra Rd, Nong Bon, Prawet, Bangkok 10250, Thailand",13.693897,100.6511818,ChIJDYDMLHBgHTERm8DRBile97w,4.4,12160.0,point_of_interest,establishment,,,,,,,,
193,Train Night Market Ratchada,OPERATIONAL,"Ratchadaphisek Rd, Din Daeng, Bangkok 10400, Thailand",13.7665714,100.5685571,ChIJXWLwuIie4jARHflkjQu6MCw,4.2,30951.0,tourist_attraction,point_of_interest,establishment,,,,,,,
194,LHONG 1919,OPERATIONAL,"248 Chiang Mai Rd, Khlong San, Bangkok 10600, Thailand",13.7346659,100.5077675,ChIJQWwK59-Y4jARMzM5lcfA4eU,4.2,6224.0,tourist_attraction,restaurant,food,point_of_interest,establishment,,,,,
195,Or Tor Kor Market,OPERATIONAL,"101 Kamphaeng Phet Rd, Chatuchak, Bangkok 10900, Thailand",13.7970933,100.5474699,ChIJw4KnHhSc4jARdq9pN389cO8,4.3,9875.0,tourist_attraction,point_of_interest,establishment,,,,,,,
196,Tha Tian Market,OPERATIONAL,"Maha Rat Rd, Phra Borom Maha Ratchawang, Phra Nakhon, Bangkok 10200, Thailand",13.7460228,100.4908727,ChIJ1U9YwwWZ4jARAbVYcDWp8fs,4.1,765.0,tourist_attraction,point_of_interest,establishment,,,,,,,
197,Sathon Pier,OPERATIONAL,"Silom, Bang Rak, Bangkok 10120, Thailand",13.7186343,100.5127848,ChIJuSd3-MOY4jARxc78ZIH5KK8,4.1,399.0,transit_station,point_of_interest,establishment,,,,,,,
198,Snake Farm (Queen Saovabha Memorial Institute),OPERATIONAL,"1871 Rama IV Rd, Pathum Wan, Pathum Wan District, Bangkok 10330, Thailand",13.7328912,100.5327978,ChIJweRxVyqf4jARVKDgpRxLRkI,4.5,1025.0,veterinary_care,tourist_attraction,point_of_interest,establishment,,,,,,
199,New Lumpinee Boxing Stadium,OPERATIONAL,"6 Ram Inthra Rd, Anusawari, Bang Khen, Bangkok 10220, Thailand",13.8670502,100.6087762,ChIJwXS6niOf4jARlvv0kSxrmY4,4.2,342.0,stadium,tourist_attraction,gym,health,point_of_interest,establishment,,,,
200,Calypso Cabaret,OPERATIONAL,"2194 Charoen Krung Rd, Wat Phraya Krai, Bang Kho Laem, Bangkok 10120, Thailand",13.7039688,100.5036413,ChIJC_6rVr-Y4jARvCOE1WrWCKU,4.1,1495.0,tourist_attraction,point_of_interest,establishment,,,,,,,
201,Elephant Tower,,"Elephant Tower, 3300 Phahonyothin Rd, Khwaeng Chom Phon, Khet Chatuchak, Krung Thep Maha Nakhon 10900, Thailand",13.8253032,100.5683793,ChIJofxksPic4jAR27Cv9o6teSo,,,premise,,,,,,,,,
202,MahaNakhon,,"MahaNakhon, Khwaeng Silom, Khet Bang Rak, Krung Thep Maha Nakhon 10500, Thailand",13.724167,100.528333,ChIJyeUPvdKY4jARPTnn7ak4sig,,,premise,,,,,,,,,
203,Sri Nakhon Khuean Khan Park and Botanical Garden,CLOSED_TEMPORARILY,"73 Soi Wat Rat Rangsan, Bang Kachao, Phra Pradaeng District, Samut Prakan 10130, Thailand",13.6969043,100.5643836,ChIJ_1wg6Xqf4jARwu_tBPmKbmU,4.5,2853.0,tourist_attraction,park,point_of_interest,establishment,,,,,,
204,Thanon Ekkamai,,"Thanon Ekkamai, Khet Watthana, Krung Thep Maha Nakhon 10110, Thailand",13.7234248,100.5846095,ChIJt0N_v7Kf4jARfaq8_0UC7Xg,4.4,26.0,route,,,,,,,,,
205,Wanglang Market (ตลาดวังหลัง),OPERATIONAL,"112 13 ซอย วังหลัง Siri Rat, Bangkok Noi, Bangkok 10700, Thailand",13.7551972,100.4852504,ChIJqZVFQ0CZ4jARcYeRi9n6IJk,4.4,733.0,point_of_interest,establishment,,,,,,,,
206,House of Museums,OPERATIONAL,"170 17 หมู่ที่ 17 Soi Sala Thammasop 3, Sala Thammasop, Thawi Watthana, Bangkok 10170, Thailand",13.7971451,100.391672,ChIJv9kuiiiR4jARU_q9UyIKUaA,4.5,138.0,museum,tourist_attraction,point_of_interest,establishment,,,,,,
207,Sam Sen Nai Philatelic Museum,OPERATIONAL,"2 Phahonyothin Rd, Samsen Nai, Phaya Thai, Bangkok 10400, Thailand",13.7937668,100.5488856,ChIJq_7YARec4jARunHEXeB9l3k,4.3,88.0,museum,point_of_interest,establishment,,,,,,,
208,Siam Serpentarium,OPERATIONAL,"969 Luang Phaeng Rd, Thap Yao, Lat Krabang, Bangkok 10520, Thailand",13.7104041,100.8233597,ChIJDflLT11oHTERnScGdDussIw,4.2,1047.0,museum,point_of_interest,establishment,,,,,,,
209,Museum of Natural History Chulalongkorn University,OPERATIONAL,"254 Phayathai Rd, Wang Mai, Pathum Wan District, Bangkok 10330, Thailand",13.7375088,100.5300019,ChIJP9bfTdOe4jARMrloPFFfmgg,4.6,122.0,tourist_attraction,museum,point_of_interest,establishment,,,,,,
210,Police Museum Parutsakawan Palace,OPERATIONAL,"323 Thanon Si Ayutthaya, Dusit, Dusit District, Bangkok 10300, Thailand",13.7675055,100.5104691,ChIJDb-_BUOZ4jARERRH-4lnlrw,4.7,42.0,museum,point_of_interest,establishment,,,,,,,
211,Prasart Museum,OPERATIONAL,"4 A Krungthep Kritha, Bangkok, จังหวัด กรุงเทพมหานคร 10240, Thailand",13.7420536,100.6533475,ChIJ55VCtrphHTERAdBuK5LRG1A,4.0,53.0,museum,tourist_attraction,point_of_interest,establishment,,,,,,
212,Museum of Human Body,OPERATIONAL,"34 Henri Dunant Rd, Wang Mai, Pathum Wan District, Bangkok 10330, Thailand",13.743486,100.534386,ChIJe_adM9Ke4jAR5m_tL8cImnk,4.4,128.0,museum,tourist_attraction,point_of_interest,establishment,,,,,,
213,พิพิธภัณฑ์ของเล่น Tooney Toy Museum Thailand,OPERATIONAL,"Srisaman 8 Alley, Tambon Ban Mai, Pak Kret District, Nonthaburi 11120, Thailand",13.9347659,100.5617251,ChIJ44kOaU-b4jARG9qpD5jqFWg,4.1,302.0,tourist_attraction,cafe,museum,food,point_of_interest,store,establishment,,,
214,Thai Bank Museum,OPERATIONAL,"พิพิธภัณฑ์ธนาคารไทย 9 อาคาร Ratchadaphisek Rd, Chatuchak, Bangkok 10900, Thailand",13.8273772,100.5647571,ChIJ1YMUO_ic4jAR3JabBdIktIY,4.2,15.0,museum,tourist_attraction,point_of_interest,establishment,,,,,,
215,Suksasom Museum,OPERATIONAL,"2 ถนน พุทธมณฑล สาย 2 Sala Thammasop, Thawi Watthana, Bangkok 10170, Thailand",13.7639444,100.394666,ChIJ95mQ_x-X4jAR4mFpnN183JQ,4.4,213.0,museum,tourist_attraction,point_of_interest,establishment,,,,,,
216,Bangkok Local Museum Samphanthawong District,OPERATIONAL,"1620, 1 So1620/1 Song Wat Rd, 10100ng Wat Rd, Samphanthawong, Bangkok 10100, Thailand",13.7367744,100.5109157,ChIJT6VXCaSZ4jAR335ZHqyDyEY,4.0,1.0,museum,point_of_interest,establishment,,,,,,,
217,Pipit Banglamphu Museum,OPERATIONAL,"Phra Sumen Rd, Chana Songkhram, Phra Nakhon, Bangkok 10200, Thailand",13.7635342,100.4964532,ChIJxaWxmWyZ4jARfSL0xbybyzw,4.4,631.0,tourist_attraction,museum,point_of_interest,establishment,,,,,,
218,Chokchai Museum,OPERATIONAL,"Khu Khot, Lam Luk Ka District, Pathum Thani 12130, Thailand",13.9687916,100.6200629,ChIJCWG8hAJ-HTER8mkrj9Q8q-8,4.1,66.0,museum,tourist_attraction,point_of_interest,establishment,,,,,,
219,Sor Boonsaner Museum,OPERATIONAL,"ซอยกรุงเทพฯ-นนทบุรี 33(เทวรัตน์), ถนนกรุงเทพ-นนทบุรี, เขตบางซื่อ จังหวัดกรุงเทพมหานคร, 10800 10800, Thailand",13.824912,100.530589,ChIJlQJn7H-c4jARYnVIOGenPEs,4.3,6.0,museum,point_of_interest,establishment,,,,,,,
220,Queen Savang Vadhana Museum,OPERATIONAL,"Sra Pathum Palace, 195 Phayathai Rd, Khwaeng Pathum Wan, Pathum Wan District, Bangkok 10330, Thailand",13.7479982,100.5338142,ChIJCy_sTNOe4jARZXYyHEd3PI4,4.2,37.0,museum,tourist_attraction,point_of_interest,establishment,,,,,,
221,Congdon Anatomical Museum,OPERATIONAL,"ตึก กายวิภาค เก่า Anatomy Building Hospital Chang Wat จังหวัด, Siri Rat, Bangkok Noi, Bangkok, Thailand",13.7581653,100.4860186,ChIJs3lCvwqZ4jAR7zKytV46jlk,4.7,92.0,museum,tourist_attraction,point_of_interest,establishment,,,,,,
222,Baan Kudichin Museum,OPERATIONAL,"271 Soi Wat Kanlaya, Wat Kanlaya, Thon Buri, Bangkok 10600, Thailand",13.73938,100.4929905,ChIJ-V9rqgOZ4jARjvFHGX8Q3fk,4.5,195.0,museum,tourist_attraction,point_of_interest,establishment,,,,,,
223,Patpong Museum,OPERATIONAL,"5, 2 Thanon Patpong 1, Suriya Wong, Bang Rak, Bangkok 10500, Thailand",13.7287566,100.5321632,ChIJ67z36Jef4jARIgxVzCbs3F8,4.8,113.0,museum,point_of_interest,establishment,,,,,,,
224,Soil Museum,OPERATIONAL,"Land Development Department, Phahonyothin Rd, Lat Yao, Chatuchak, Bangkok 10200, Thailand",13.8371157,100.5736985,ChIJh4N6veKc4jARe690psTwlHs,4.4,20.0,museum,point_of_interest,establishment,,,,,,,
225,Baan Bang Khen,OPERATIONAL,"17 Phahonyothin Rd, Anusawari, Bang Khen, Bangkok 10220, Thailand",13.863238,100.5885,ChIJIXgBejGd4jARJKoVln1eeTY,4.2,2481.0,museum,point_of_interest,establishment,,,,,,,
226,Royal Dockyard Museum Commemorating 84 Years,OPERATIONAL,"2 Arun Amarin Rd, Siri Rat, Bangkok Noi, Bangkok 10700, Thailand",13.7500015,100.4863016,ChIJu2p1Q6CZ4jARBW_iMKfv2m4,4.3,21.0,museum,tourist_attraction,point_of_interest,establishment,,,,,,
227,Siva Mokkhaphiman Throne Hall,OPERATIONAL,"4 Na Phra That Alley, Phra Borom Maha Ratchawang, Phra Nakhon, Bangkok 10200, Thailand",13.7575767,100.4920939,ChIJO8hO_J6Z4jAR5jC7PER8JlQ,4.7,65.0,museum,point_of_interest,establishment,,,,,,,
228,The National Memorial,OPERATIONAL,"หมู่ที่ 16 9 Phahonyothin Rd, Khu Khot, Lam Luk Ka District, Pathum Thani 12130, Thailand",13.9520747,100.6211061,ChIJ2Shv6_h9HTERFq_Yz0etMMc,4.4,134.0,atm,tourist_attraction,finance,museum,point_of_interest,establishment,,,,
229,Nai Lert Park Heritage Home,OPERATIONAL,"2 2 Witthayu Rd, Lumphini, Pathum Wan District, Bangkok 10330, Thailand",13.7466044,100.5462675,ChIJB4SLWsOe4jAR_eDkedHm7aw,4.6,680.0,museum,tourist_attraction,point_of_interest,establishment,,,,,,
230,Anti Corruption Museum,OPERATIONAL,"Dusit, Dusit District, Bangkok 10300, Thailand",13.7645118,100.512187,ChIJ-1YP-0OZ4jARpLsJl0KRIOM,4.2,146.0,museum,tourist_attraction,point_of_interest,establishment,,,,,,
231,Parasitology Museum,OPERATIONAL,"Siri Rat, Bangkok Noi, Bangkok 10700, Thailand",13.7587886,100.4849122,ChIJaXNzrAqZ4jARS7GMPo9a-zU,4.0,23.0,museum,tourist_attraction,point_of_interest,establishment,,,,,,
232,Kasetsart University Museum of Fisheries (Natural History),OPERATIONAL,"50 คณะประมง มหาวิทยาลัยเกษตรศาสตร์, ถนนพหลโยธิน, เขตจตุจักร จังหวัดกรุงเทพมหานคร, 10900 Thailand",13.8550452,100.5676628,ChIJHb6I0duc4jARRPAs4ly5Dvw,4.1,17.0,museum,point_of_interest,establishment,,,,,,,
233,Royal Thai Army Museum in Honor of His Majesty the King,OPERATIONAL,"Royal Thai Army General Headquarters, 111 Ratchadamnoen Nok Rd, Bang Khun Phrom, Phra Nakhon, Bangkok 10200, Thailand",13.7618555,100.5068051,ChIJ91pezEGZ4jARYPZIkjRZ4W8,3.9,16.0,museum,tourist_attraction,point_of_interest,establishment,,,,,,
234,Condom Museum,OPERATIONAL,"ถนน ติวานนท์ Tambon Bang Khen, Amphoe Mueang Nonthaburi, Chang Wat Nonthaburi 11000, Thailand",13.8528484,100.5302163,ChIJVXjWkEKb4jAReSwIc6lL65Q,3.1,8.0,museum,tourist_attraction,point_of_interest,establishment,,,,,,
235,Thai Red Cross Museum,OPERATIONAL,"1871 Rama IV Rd, Pathum Wan, Pathum Wan District, Bangkok 10330, Thailand",13.732063,100.531854,ChIJI9SE_Cqf4jARHMxbknihKms,4.2,13.0,museum,point_of_interest,establishment,,,,,,,
236,Ellis Pathological Museum,OPERATIONAL,"Siri Rat, Bangkok Noi, Bangkok 10700, Thailand",13.7587878,100.4851453,ChIJHX9urAqZ4jARZxdgQDK4B80,4.5,2.0,museum,point_of_interest,establishment,,,,,,,
237,"Archive and Museum, Mahidol University",OPERATIONAL,"ห้อง 301 ชั้น 3 อาคารศูนย์การเรียนรู้ มหาวิทยาลัยมหิดล ถ.พุทธมณฑลสาย 4 ศาลายา พุทธมณฑล Nakhon Pathom 73170, Thailand",13.794233,100.321198,ChIJ7QqKWomT4jARGPamqYVudkM,5.0,2.0,museum,tourist_attraction,point_of_interest,establishment,,,,,,
238,Chao Phraya Bodindecha Museum (Sing Singhaseni),OPERATIONAL,"40 โรงเรียนบดินทรเดชา (สิงห์ สิงหเสนี Soi Ramkhamhaeng 43/1, Phlabphla, Wang Thonglang, Bangkok 10310, Thailand",13.7705556,100.6152778,ChIJ96Q15AOe4jAR1xSvya3fGGU,4.4,26.0,tourist_attraction,museum,point_of_interest,establishment,,,,,,
239,Herbs Museum Chulalongkorn University,OPERATIONAL,"ชั้น 3 อาคารโอสถศาลา คณะเภสัชศาสตร์ จุฬาลงกรณ์มหาวิทยาลัย, แขวงปทุมวัน เขตปทุมวัน กรุงเทพมหานคร, 10330 10330, Thailand",13.743969,100.5307113,ChIJCT-yw9Ke4jAR1XEIur9e1Sg,4.5,16.0,museum,tourist_attraction,point_of_interest,establishment,,,,,,
240,Thai Newspaper Museum,OPERATIONAL,"299 อาคาร ชาตรีโสภณพนิช Nakhon Ratchasima Rd, Dusit, Dusit District, Bangkok 10300, Thailand",13.7772195,100.5114621,ChIJd3yQwV6Z4jARBVc6ihjCgls,4.6,9.0,museum,tourist_attraction,point_of_interest,establishment,,,,,,
241,"Rock and Mineral Museum, Department of Mineral Resources",OPERATIONAL,"75, Mineral Resources Department, 10 Thanon Rama VI, Thung Phaya Thai, Ratchathewi, Bangkok 10400, Thailand",13.7630466,100.5264637,ChIJaTj5g0uZ4jAR3tywZUQEM5w,4.3,89.0,museum,tourist_attraction,point_of_interest,establishment,,,,,,
242,"Rock and Mineral Museum, Department of Mineral Resources",OPERATIONAL,"75, Mineral Resources Department, 10 Thanon Rama VI, Thung Phaya Thai, Ratchathewi, Bangkok 10400, Thailand",13.7630466,100.5264637,ChIJaTj5g0uZ4jAR3tywZUQEM5w,4.3,89.0,museum,tourist_attraction,point_of_interest,establishment,,,,,,
243,Sunthorn Museum,OPERATIONAL,"82, 40 Sukhaphiban 1 Road, Bang Khae , 10160, Bang Khae, Bangkok 10160, Thailand",13.700665,100.42285,ChIJ7RrOIeSX4jARrNNE5WpQkwU,4.1,17.0,museum,tourist_attraction,point_of_interest,establishment,,,,,,
244,Antique Clock Museum,OPERATIONAL,"202, อาคารเลอคองคอร์ดพลาซ่า ชั้น 3, ถนนรัชดาภิเษก, แขวงห้วยขวาง เขตห้วยขวาง กรุงเทพมหานคร, 10310 10310, Thailand",13.77614,100.574094,ChIJfQEIe4Ce4jARakMwcDjf2qg,4.1,13.0,museum,tourist_attraction,point_of_interest,establishment,,,,,,
245,Princess Sirindhorn Plant Herbarium Building,OPERATIONAL,"อาคารสำนักงานคุ้มครองพันธุ์พืช กรมวิชาการเกษตร, ถนนพหลโยธิน, แขวงลาดยาว เขตจตุจักร กรุงเทพมหานคร, 10900 10900, Thailand",13.8480874,100.5729862,ChIJ0Qvh49-c4jARY2ZPSGoR1bI,4.5,15.0,museum,tourist_attraction,point_of_interest,establishment,,,,,,
246,Thai State Attorney Museum,OPERATIONAL,"10 Lat Phrao 1 Alley, Lane 31, Chom Phon, Chatuchak, Bangkok 10900, Thailand",13.819505,100.574918,ChIJ2dhQSaud4jARhnZ6B5z7IS0,4.4,18.0,museum,tourist_attraction,point_of_interest,establishment,,,,,,
247,Chulalongkorn Univ.Faculty of Dentistry Anatomy Museum,OPERATIONAL,"34 Henri Dunant Rd, Pathum Wan, Pathum Wan District, Bangkok 10330, Thailand",13.7436551,100.5336604,ChIJ0XFyaNKe4jARgDpFP9Jjybk,4.3,3.0,museum,point_of_interest,establishment,,,,,,,
248,Bangkok Metropolitan Museum,OPERATIONAL,"78 Samsen Rd, Wat Sam Phraya, Phra Nakhon, Bangkok 10200, Thailand",13.764146,100.4990666,ChIJ1-SiLmyZ4jARuHkNt60VdVg,4.0,22.0,tourist_attraction,museum,point_of_interest,establishment,,,,,,
249,INVESTORY Investment Discovery Museum,OPERATIONAL,"93 ตลาดหลักทรัพย์แห่งประเทศไทย ถนน รัชดาภิเษก ดินแดง Bangkok 10400, Thailand",13.7638254,100.5675326,ChIJl9A93Y6e4jARu4fvxR1Lpso,4.7,81.0,museum,tourist_attraction,point_of_interest,establishment,,,,,,
250,Rit Narong Ron Museum,OPERATIONAL,"พิพิธภัณฑ์บ้านคุณหลวงฤทธิ์ณรงค์รอน, แขวงวัดท่าพระ เขตบางกอกใหญ่ จังหวัดกรุงเทพมหานคร, 10600 Thailand",13.7304483,100.4852276,ChIJI_VCqPiY4jAROUkwdV_15rM,4.9,7.0,museum,point_of_interest,establishment,,,,,,,
251,Sewing Machine Museum,OPERATIONAL,"Charoen Krung Rd, Khwaeng Thung Maha Mek, Khet Sathon, Bangkok 10120, Thailand",13.7146632,100.5393434,ChIJDZ3P_zef4jARVwqicMdPvJ8,3.8,6.0,museum,tourist_attraction,point_of_interest,establishment,,,,,,
252,Prajadhipok Residence Museum,OPERATIONAL,"กองพลทหารปืนใหญ่ต่อสู้อากาศยาน, ถนนทหาร, แขวงถนนนครไชยศรี เขตดุสิต กรุงเทพมหานคร, 10300 10300, Thailand",13.7987925,100.5249493,ChIJBZfs3_Ob4jAROcKcKcwCNgA,4.2,9.0,museum,point_of_interest,establishment,,,,,,,
253,Thai Flag Museum,CLOSED_TEMPORARILY,"เลขที่ 15 Lat Phrao 43 Alley, Samsen Nok, Huai Khwang, Bangkok 10310, Thailand",13.8005438,100.5863518,ChIJt_2r_sed4jARfLuMZGWaYEs,3.9,25.0,museum,point_of_interest,establishment,,,,,,,
254,Berlin Pharmaceutical Museum,OPERATIONAL,"359 Charoen Krung Rd, Pom Prap, Pom Prap Sattru Phai, Bangkok 10100, Thailand",13.7437953,100.5081774,ChIJ3YoBZCKZ4jARjxhTQ3J2bGY,4.5,26.0,museum,point_of_interest,establishment,,,,,,,
255,Museum of Pediatrics,CLOSED_TEMPORARILY,"1873, โรงพยาบาลจุฬาลงกรณ์ ภาควิชาศัลยศาสตร์ คณะแพทยศาสตร์ จุฬาลงกรณ์มหาวิทยาลัย ตึก สก. ชั้น 7, ถนนพระรามที่ 4, แขวงปทุมวัน เขตปทุมวัน กรุงเทพมหานคร, 10330 Thailand",13.7316207,100.5367148,ChIJIyI-oCmf4jARraSHOCcYs0U,4.2,13.0,museum,tourist_attraction,point_of_interest,establishment,,,,,,
256,พิพิธภัณฑ์เพลงลูกทุ่ง,OPERATIONAL,"577/78 ซอย 13 แยก 9, จรัญสนิทวงศ์, แขวงวัดท่าพระ เขตบางกอกใหญ่ กทม, 10600 10600, Thailand",13.7436622,100.4774282,ChIJJYfeTn6Z4jARTtmnM6FC-5c,0.0,0.0,museum,point_of_interest,establishment,,,,,,,
257,Local Museum Bangkok Thonburi,OPERATIONAL,"Songsoem Phutthasatsana Wan Athit Wat Prayun Wongsa Wat School, Pracha Thi Pok Road, Wat Kan Ya, Khet Thon Buri, Bangkok, 10600, Thailand",13.7369808,100.4963422,ChIJ84ZZTh2Z4jARkKOV9Fbc7iU,4.0,4.0,museum,tourist_attraction,point_of_interest,establishment,,,,,,
258,Mother's Spiritual Museum,OPERATIONAL,"64 อาคาร Plan House Sathon Soi 10, Silom, Bang Rak, Bangkok 10500, Thailand",13.7218581,100.5273448,ChIJo0MhDc2Y4jARksTPH4r6aoI,4.5,8.0,museum,point_of_interest,establishment,,,,,,,
259,Court Museum of Thailand and Archives,OPERATIONAL,"อาคารสถาบันพัฒนาข้าราชการฝ่ายตุลาการศาลยุติธรรม ชั้น5 Chom Phon, Chatuchak, Bangkok 10900, Thailand",13.810686,100.574368,ChIJswxzMk2c4jARQV0pHAD0zbk,4.5,8.0,museum,tourist_attraction,point_of_interest,establishment,,,,,,
260,SeriThai Memorial Museum and Library,OPERATIONAL,"สวนเสรีไทย(สวนบึงกุ่ม), ซอยเสรีไทย 53 ถนนเสรีไทย, แขวงคลองกุ่ม เขตบึงกุ่ม จังหวัดกรุงเทพมหานคร, 10240 10230, Thailand",13.7861551,100.6732238,ChIJuyAazM9jHTERSznZZ0Rb4cU,3.8,11.0,museum,tourist_attraction,point_of_interest,establishment,,,,,,
261,Local Museum Bangkok Thonburi,OPERATIONAL,"Songsoem Phutthasatsana Wan Athit Wat Prayun Wongsa Wat School, Pracha Thi Pok Road, Wat Kan Ya, Khet Thon Buri, Bangkok, 10600, Thailand",13.7369808,100.4963422,ChIJ84ZZTh2Z4jARkKOV9Fbc7iU,4.0,4.0,museum,tourist_attraction,point_of_interest,establishment,,,,,,
262,Kasetsart University Zoological Museum,OPERATIONAL,"50, มหาวิทยาลัยเกษตรศาสตร์ อาคารภาควิชาสัตววิทยา ชั้น1 คณะวิทยาศาสตร์, ถนน ซอย พหลโยธิน Lat Yao, Chatuchak, Bangkok 10900, Thailand",13.8461614,100.5714859,ChIJ965NUeec4jARlJxyKtBZHBU,4.2,17.0,museum,point_of_interest,establishment,,,,,,,
263,Art Gallery 36,OPERATIONAL,"30 Soi Sukhumvit 36, Klongton Klongtoey Bangkok 10110, Thailand",13.720115,100.576236,ChIJAQm8waef4jARejHU5fHaEqA,4.7,22.0,art_gallery,museum,point_of_interest,store,establishment,,,,,
264,Local Museum of Bangkok - Bang Na,OPERATIONAL,"200 Wat Bang Na Nai Alley, Bang Na, Bangkok 10260, Thailand",13.671189,100.604125,ChIJkUR_PBGg4jARGC4VvE2u7NY,4.8,4.0,museum,point_of_interest,establishment,,,,,,,
265,Royal Irrigation Department Museum,OPERATIONAL,"กรมชลประทาน ปากเกร็ด 78, ถนนติวานนท์, ตำบลบางตลาด อำเภอปากเกร็ด จังหวัดนนทบุรี, 11120 11120, Thailand",13.8957014,100.5059394,ChIJn40VtOqE4jARfcPbY-K0R1g,4.0,52.0,museum,tourist_attraction,point_of_interest,establishment,,,,,,
266,Debsirin School Living Museum,OPERATIONAL,"1466, โรงเรียนเทพศิรินทร์ Krung Kasem Rd, Wat Thepsirin, Pom Prap Sattru Phai, Bangkok 10100, Thailand",13.7474571,100.5156681,ChIJUZsm2DqZ4jAREEeMMxcwWno,4.8,8.0,museum,point_of_interest,establishment,,,,,,,
267,Thai nursing museum and archives,OPERATIONAL,"Siriraj Hospital, 2 คณะพยาบาลศาสตร์ มหาวิทยาลัยมหิดล Thanon Wang Lang, Siri Rat, Bangkok Noi, Bangkok 10700, Thailand",13.7567039,100.4864867,ChIJzTBirwqZ4jARjN3SUrsD33Y,4.8,16.0,museum,point_of_interest,establishment,,,,,,,
268,"Jesada Technik Museum Co.,LTD.",OPERATIONAL,"6 Somdet Phra Pinklao 2 Alley, Bang Yi Khan, Bang Phlat, Bangkok 10700, Thailand",13.7642867,100.4898278,ChIJBxhHD3SZ4jAR31Xcqevy_Lw,4.4,16.0,museum,tourist_attraction,point_of_interest,establishment,,,,,,
269,Khlong San District Museum,OPERATIONAL,"อาคารหอสมุดวัดอนงคาราม ชั้น2, ถนนสมเด็จเจ้าพระยา, แขวงสมเด็จเจ้าพระยา เขตคลองสาน กรุงเทพมหานคร, 10600 41 Somdet Chao Phraya Rd, Somdet Chao Phraya, Khlong San, Bangkok 10600, Thailand",13.7343411,100.4986214,ChIJb-Af8uKY4jAR8AGi6JzGPjE,4.0,1.0,museum,point_of_interest,establishment,,,,,,,
270,Silpa Bhirasri (Corrado Feroci) National Museum,OPERATIONAL,"192 Maha Rat Rd, Phra Borom Maha Ratchawang, Phra Nakhon, Bangkok 10200, Thailand",13.7527,100.49106,ChIJ2ykyVwmZ4jARcEFoydkmn64,4.3,32.0,museum,tourist_attraction,point_of_interest,establishment,,,,,,
271,SIAMGEMS HERITAGE,OPERATIONAL,"234 Pradit Manutham Road, Nuanchan, Bueng Kum, Bangkok 10230, Thailand",13.8358296,100.633735,ChIJtTDNqpFiHTERffPRxqpNM8U,4.3,57.0,museum,point_of_interest,establishment,,,,,,,
272,Pata Zoo Company Limited,OPERATIONAL,"ถนน สมเด็จพระปิ่นเกล้า Bang Yi Khan, Bang Phlat, Bangkok 10700, Thailand",13.7717036,100.4843353,ChIJ6dUQpoKZ4jARVWDH6kSvwGE,3.4,549.0,zoo,tourist_attraction,point_of_interest,establishment,,,,,,
273,Phasi Charoen,,"Phasi Charoen, Bangkok, Thailand",13.7239706,100.438497,ChIJYwiusiGY4jAR4E7iXbIAAQM,,,sublocality_level_1,sublocality,political,,,,,,,
274,Chulalongkorn University Centenary Park,CLOSED_TEMPORARILY,"จุฬาลงกรณ์มหาวิทยาลัย ซอย จุฬาลงกรณ์ 5 Wang Mai, Pathum Wan District, Bangkok 10330, Thailand",13.7394291,100.5238271,ChIJKds06CuZ4jAREX4LxxCQBbg,4.5,1554.0,tourist_attraction,park,point_of_interest,establishment,,,,,,
275,Rommaninat Park,OPERATIONAL,"Maha Chai Rd, Samran Rat, Phra Nakhon, Bangkok 10200, Thailand",13.7488819,100.5026035,ChIJ_89sxRaZ4jARi32ZRwnrrB4,4.3,1386.0,park,point_of_interest,establishment,,,,,,,
276,Damrong Sathit bridge,OPERATIONAL,"คลอง บาง ลำพู, Bangkok, Thailand",13.7467988,100.503899,ChIJR0_RoxmZ4jARYAcFGuYZ0n4,4.4,42.0,point_of_interest,establishment,,,,,,,,
277,Saphan Han,OPERATIONAL,"4 592 Chakkraphet Rd, Wang Burapha Phirom, Phra Nakhon, Bangkok 10200, Thailand",13.7441227,100.5026434,ChIJP0axlomZ4jARyl2uGBFzmPY,4.4,36.0,point_of_interest,establishment,,,,,,,,
278,Peuan Deratchan Zoo,OPERATIONAL,"64 Ram Inthra Rd, Anusawari, Bang Khen, Bangkok 10220, Thailand",13.8708136,100.6114726,ChIJ2e3M-6yC4jAReDp2mSWfu4A,4.3,193.0,zoo,point_of_interest,establishment,,,,,,,
279,Khlong Bang Luang Floating Market,OPERATIONAL,"13°43'48. 100°27'50. 99/5 Soi Phet Kasem 20, Pak Khlong Phasi Charoen, Phasi Charoen, Bangkok 10160, Thailand",13.730134,100.463965,ChIJ3Wo3vEmY4jARGLbFN8BC7Yc,4.2,458.0,tourist_attraction,point_of_interest,establishment,,,,,,,
